gem_tracker,gem_source_file,asset_group,gem_id,location_id,name,unit,capacity_mw,status,start_year,retired_year,fuel_type,technology,fuel_detail,captive_type,captive_use,is_captive,operator,owner,lat,lon,province_gem,ch4_reported,cmm_co2e_100,capacity_mtpa
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087855,L100001078025,Antalya solar project V,--,1.3,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9662,31.3394,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087877,L100001078047,Antalya solar project VI,--,2.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8422,30.0083,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087878,L100001078048,Antalya solar project VII,--,2,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8983,30.3271,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087896,L100001078066,Antalya solar project VIII,--,1.5,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.221,30.7366,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088040,L100001078210,Antalya solar project X,--,1.2,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.4266,29.5126,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088050,L100001078220,Antalya solar project XI,--,1.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.2804,31.2614,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088119,L100001078289,Antalya solar project XII,--,3.6,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0446,30.0215,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088139,L100001078309,Antalya solar project XIII,--,4.2,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9429,31.3673,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088149,L100001078319,Antalya solar project XIV,--,6.4,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.968,30.1357,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088243,L100001078413,Antalya solar project XIX,--,3.8,operating,2025,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9574,30.1312,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089024,L100001079194,Antalya solar project XL,--,1.6,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.18,30.2721,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089031,L100001079201,Antalya solar project XLI,--,1.6,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9481,31.3438,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089058,L100001079228,Antalya solar project XLII,--,7.6,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0818,30.7692,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089183,L100001079353,Antalya solar project XLIII,--,1.5,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.7427,29.885,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089186,L100001079356,Antalya solar project XLIV,--,6.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.2075,30.5215,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089465,L100001079635,Antalya solar project XLIX,--,1.2,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.7516,29.9181,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089266,L100001079436,Antalya solar project XLV,--,3.6,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0997,30.4002,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089402,L100001079572,Antalya solar project XLVI,--,5.3,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.1218,30.2424,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089434,L100001079604,Antalya solar project XLVII,--,1.3,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0597,30.6256,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089453,L100001079623,Antalya solar project XLVIII,--,7.6,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8859,30.325,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088181,L100001078351,Antalya solar project XV,--,2.7,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.71,31.9209,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088217,L100001078387,Antalya solar project XVI,--,4,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0876,30.6088,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088236,L100001078406,Antalya solar project XVII,--,5.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9946,31.3517,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088238,L100001078408,Antalya solar project XVIII,--,3.5,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.3711,32.4244,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088249,L100001078419,Antalya solar project XX,--,2.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2893,29.7866,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088271,L100001078441,Antalya solar project XXI,--,4.9,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.4667,29.9524,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088273,L100001078443,Antalya solar project XXII,--,1.7,operating,2021,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2716,32.5264,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088281,L100001078451,Antalya solar project XXIII,--,5.4,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.6301,31.9104,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088446,L100001078616,Antalya solar project XXIV,--,11.4,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.2009,30.457,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088644,L100001078814,Antalya solar project XXIX,--,3.6,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8121,31.7427,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088462,L100001078632,Antalya solar project XXV,--,18.9,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2593,29.9183,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088565,L100001078735,Antalya solar project XXVI,--,1,operating,2021,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2673,29.8515,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088573,L100001078743,Antalya solar project XXVII,--,3.4,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9603,31.0492,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088593,L100001078763,Antalya solar project XXVIII,--,3.7,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.7707,29.9518,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088677,L100001078847,Antalya solar project XXX,--,5.4,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.24,29.7739,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088705,L100001078875,Antalya solar project XXXI,--,2.9,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.1967,31.7805,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088728,L100001078898,Antalya solar project XXXII,--,12.9,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.512,30.3817,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088740,L100001078910,Antalya solar project XXXIII,--,1.2,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8046,31.8117,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088851,L100001079021,Antalya solar project XXXIV,--,1.9,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.7076,31.9372,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089013,L100001079183,Antalya solar project XXXIX,--,2,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.7186,29.9327,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088876,L100001079046,Antalya solar project XXXV,--,1.7,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2692,29.8711,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088938,L100001079108,Antalya solar project XXXVI,--,2,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.3594,29.94,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088954,L100001079124,Antalya solar project XXXVII,--,1.6,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.3678,32.2702,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088974,L100001079144,Antalya solar project XXXVIII,--,1.6,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.2664,29.8034,Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835132,L100000831217,Apa solar farm,--,17.2,operating,2020,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Le Güneş Elektrik Üretim,NA,37.375,32.5448,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001019968,L100001017974,Ar solar farm,--,27,pre-construction,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,Ova Enerji Anonim Sirketi [100%],37.0622,36.1457,Osmaniye,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087402,L100001077572,Arac Baraji ve Hybrid solar project,--,5,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,41.2361,33.3845,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089297,L100001079467,Ardahan solar project I,--,3.3,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,41.1414,42.6153,Ardahan,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089533,L100001079703,Ardahan solar project II,--,1,operating,2021,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,40.8054,42.6134,Ardahan,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087386,L100001077556,Arikcayiri Yenilenebilir Enerji Uretim Tesisi solar project,--,5.6,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,40.4692,30.9227,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087588,L100001077758,Artfa Yukari Nasirli solar project,--,10,pre-construction,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,37.6912,37.6069,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001057618,L100001049956,Artuklu-1 solar farm,--,40,construction,NA,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,Egesa Elektrik Insaat Enerji Üretim Anonim Sirketi,37.3379,40.5909,Mardin,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835135,L100000831220,As Koc Kirsehir Hybrid solar project,--,3.2,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Akyurt Elektrik Sanayi Ve Ticaret Anonim Sirketi,NA,38.2505,33.9244,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835136,L100000831221,As Koc Polatli Hybrid solar project,--,3.2,cancelled,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,As Koc Enerji Tarim Hayvancilik Gida Ins. San. Ve Tic.,NA,39.4932,32.1303,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087423,L100001077593,As Koc Polatli Hybrid solar project II,--,2.2,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,39.4933,32.1303,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835138,L100000831223,Asagipinar solar farm,--,27,shelved - inferred 2 y,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,TCDD Tasimacilik,TCDD Tasimacilik AS [100%],38.0188,32.579,Konya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835139,L100000831224,Aslan Biyogaz solar project,--,4.6,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Aslan Biyokutle Enerji Uretim Ve Ticaret Anonim Sirketi,NA,39.3873,33.2796,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835140,L100000831225,Astor solar project,--,13.7,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.4269,38.2107,Şanlıurfa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087372,L100001077542,Atlas Termik Santrali solar project,--,1,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,36.69,36.2087,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087558,L100001077728,Avcilar Edt solar project,--,12.5,pre-construction,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,37.3104,40.679,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835142,L100000831227,Ayas solar farm,--,10.4,operating,2018,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,39.9918,32.3538,Ankara,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088028,L100001078198,Aydın solar project I,--,3.6,operating,2021,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,38.0018,28.7071,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088195,L100001078365,Aydın solar project II,--,10.6,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.839,27.2957,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088213,L100001078383,Aydın solar project III,--,1.1,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7778,27.3437,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088394,L100001078564,Aydın solar project IV,--,7.3,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7248,27.5596,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088633,L100001078803,Aydın solar project IX,--,3.1,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8911,28.3094,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088408,L100001078578,Aydın solar project V,--,1.5,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8328,28.2937,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088469,L100001078639,Aydın solar project VI,--,4,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.946,28.6472,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088558,L100001078728,Aydın solar project VII,--,3.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7574,28.5749,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088613,L100001078783,Aydın solar project VIII,--,4.8,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.6155,27.9512,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088725,L100001078895,Aydın solar project X,--,8,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7837,27.4264,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088822,L100001078992,Aydın solar project XI,--,1,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8921,27.5501,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088840,L100001079010,Aydın solar project XII,--,1.4,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8969,28.2763,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088877,L100001079047,Aydın solar project XIII,--,2.2,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.6519,28.0581,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088925,L100001079095,Aydın solar project XIV,--,4.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.533,28.5016,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089138,L100001079308,Aydın solar project XIX,--,6.1,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8204,27.4515,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088929,L100001079099,Aydın solar project XV,--,8.7,operating,2025,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.5517,27.4685,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088940,L100001079110,Aydın solar project XVI,--,1.8,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.818600000000004,27.4426,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088947,L100001079117,Aydın solar project XVII,--,4.7,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.9352,28.4732,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089035,L100001079205,Aydın solar project XVIII,--,2.2,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8103,27.4775,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089204,L100001079374,Aydın solar project XX,--,1.2,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.779,28.071,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089230,L100001079400,Aydın solar project XXI,--,5.1,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8246,27.5032,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089362,L100001079532,Aydın solar project XXII,--,3.3,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.6476,27.9669,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089411,L100001079581,Aydın solar project XXIII,--,8.2,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.4898,27.3661,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089417,L100001079587,Aydın solar project XXIV,--,1,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.9806,28.8102,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089818,L100001079989,Aydın solar project XXIX,--,1.6,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7993,27.3026,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089493,L100001079663,Aydın solar project XXV,--,13.4,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7455,27.9261,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089623,L100001079793,Aydın solar project XXVI,--,2.2,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.8366,27.8802,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089777,L100001079948,Aydın solar project XXVII,--,1.6,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7967,28.0501,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089780,L100001079951,Aydın solar project XXVIII,--,1.1,operating,2025,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7597,27.443,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835143,L100000831228,Ayvali A solar project,--,7,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,38.804,30.2601,Afyonkarahisar,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835144,L100000831229,Ayvali B solar project,--,11.1,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,38.8173,30.2405,Afyonkarahisar,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835145,L100000831230,Ayvali solar project,--,15.5,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,38.801,30.273,Afyonkarahisar,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089825,L100001079996,Ağrı Merkez solar project,--,15.6,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.6919,43.2784,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087822,L100001077992,Ağrı solar project I,--,3.6,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.2711,42.894,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089074,L100001079244,Ağrı solar project II,--,2.6,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.5413,42.7834,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089640,L100001079810,Ağrı solar project III,--,2.9,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.4268,43.3238,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089646,L100001079816,Ağrı solar project IV,--,15.8,operating,2024,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.663,44.0276,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835362,L100000831434,Aşağı Kaleköy Hybrid solar farm,--,80,operating,2021,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Kalehan Genç Enerji Üretim,Cengiz İnşaat; Özaltın İnşaat AŞ,38.8283,40.6864,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835146,L100000831231,Babil Biyogaz Tesisi solar project,--,4.8,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Babil Biyogaz Enerji Sistemleri Sanayi Ve Ticaret Anonim Sirketi,NA,37.088,38.6826,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835147,L100000831232,Badak solar project,--,8.4,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7437,34.3979,Niğde,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835364,L100000831436,Bafa solar farm,1,5.5,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,Kazanım Enerji Yatırım Üretim ve Ticaret,NA,37.5553,27.4598,NA,NA,NA,NA
