gem_tracker,gem_source_file,asset_group,gem_id,location_id,name,unit,capacity_mw,status,start_year,retired_year,fuel_type,technology,fuel_detail,captive_type,captive_use,is_captive,operator,owner,lat,lon,province_gem,ch4_reported,cmm_co2e_100,capacity_mtpa
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000200224,L100000200198,MAV Elektrik power station,1,35,operating,2021,NA,bioenergy,NA,bioenergy: agricultural waste (syngas),NA,NA,FALSE,NA,MAV Elektrik Üretim Sanayi ve Ticaret AŞ [100%],40.405,30.7881,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000200829,L100000200728,Eyüp Kemerburgaz power station,1,85,operating,2017,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,İSTAÇ,Istanbul Metropolitan Municipality [100%],41.2245,28.8148,İstanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055413,L100001048283,Adana (Omnia Nişasta) power station,--,24,announced,NA,NA,bioenergy,NA,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",NA,NA,FALSE,NA,Omnia Nişasta Sanayi Ve Ticaret AŞ,37.1498004197978,35.5091878123548,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055414,L100001048284,Adana Depolama power station,--,15.6,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,37.0513908,35.3959051,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055416,L100001048286,Bursa-Hamitler power station,--,9.8,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,NA,40.2612057,28.9793109274168,Bursa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055418,L100001048288,Kömürcuoda power station,--,17,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Ortadoğu Enerji Grubu,41.1458913,29.3775289,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055459,L100001048309,Mamak power station,--,17,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,39.8845569865676,32.93035184,Mamak,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055460,L100001048310,Odayeri power station,--,23,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,NA,41.2164669966757,28.8545983657777,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055469,L100001048315,Silivri Seymen power station,Seymen Depolama IC 1,37,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Instanbul Energi AŞ,41.21909228,28.1561218062838,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055470,L100001048315,Silivri Seymen power station,Future phases,53,announced,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Instanbul Energi AŞ,41.21909228,28.1561218062838,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055473,L100001048316,Sincan Çadırtepe power station,--,54.7,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,39.9488401492467,32.4734965448803,Ayaş/Ankara,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055475,L100001048319,Antalya power station,--,28.3,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,37.0989738757667,30.756165073159,Kepez/Antayla,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055477,L100001048321,Alanya-Türkler power station,--,8.4,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,NA,36.6422227116234,31.855935835616,Alanya/Antalya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055479,L100001048322,Eskişehir power station,--,11.3,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,39.7066687095681,30.5382897625933,Eskişehir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055481,L100001048324,Eber power station,--,27,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Oltan Ve Koleoglu Elektrik Ve Enerji Uretimi Ticaret AŞ,38.7493257694765,30.5571853459243,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055482,L100001048326,Samnsun power station,--,27,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Oltan Ve Koleoglu Elektrik Ve Enerji Uretimi Ticaret AŞ,41.2243584867371,36.5687893374775,Samsun,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055483,L100001048327,Karaman power station,--,40,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Oltan Ve Koleoglu Elektrik Ve Enerji Uretimi Ticaret AŞ,37.3060638,33.5153375,Karaman,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055484,L100001048329,Afyonkarahisar Emirdağ power station,--,12,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Solarus Enerji AŞ,39.0668353,31.1846424,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055486,L100001048330,Aksaray power station,--,16,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Solarus Enerji AŞ,38.3672318,34.0117709,Aksaray,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055496,L100001048340,Ezine power station,--,19,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Biotrend Cevre ve Enerji Yatirimlari AŞ,39.7481401940215,26.3543859644714,Çanakkale,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055497,L100001048341,Balıkesir power station,--,11.31,operating,2019,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Biotrend Cevre ve Enerji Yatirimlari AŞ,39.6418742745476,27.893614881717,Balıkesir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055498,L100001048342,Harmandali power station,--,32.5,operating,2019,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Biotrend Cevre ve Enerji Yatirimlari AŞ,38.5328186,27.0745744,Izmir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055499,L100001048343,Bergama power station,--,8.5,operating,2020,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Biotrend Cevre ve Enerji Yatirimlari AŞ,39.111704,27.178442,Izmir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055501,L100001048345,Çine power station,--,13.6,operating,2020,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,NA,37.6143782423544,28.0648979478183,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055502,L100001048346,Avcıkoru power station,--,44,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Gulf Energy Ltd,41.1203913,29.4137153,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055529,L100001048372,Kula power station,--,31,operating,NA,NA,bioenergy,NA,bioenergy: refuse (syngas),NA,NA,FALSE,TPCL Renewable Energy,NA,38.5448105899502,28.6472883149431,Manisa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055530,L100001048373,Toros Tarım power station,--,30.6,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,NA,41.2234794361604,36.4596397413359,Samsun,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055531,L100001048374,Arıkçayırı power station,--,30,operating,NA,NA,bioenergy,NA,bioenergy: agricultural waste (syngas),NA,NA,FALSE,NA,NA,40.7295245464182,31.7001678536325,Bolu,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055533,L100001048375,Mutlular power station,--,30,operating,NA,NA,bioenergy,NA,bioenergy: agricultural waste (syngas),NA,NA,FALSE,NA,NA,40.2048507169219,27.7195854134228,Gönen/Balıkesir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055537,L100001048379,Medcem Çimento power station,--,27.6,operating,NA,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,NA,Medcem Madencilik ve Yapı Malzemeleri Sanayi Ve Ticaret AŞ,36.8265737309388,34.6940834950493,Akdeniz/Mersin,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055540,L100001048382,Kalyoncu power station,--,22.61,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Körfez Enerji Sanayi ve Ticaret AŞ,41.0072003126713,29.1313921220024,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055575,L100001048411,Oyka power station,--,21,operating,2019,NA,bioenergy,NA,"bioenergy: agricultural waste (solids), bioenergy: paper mill wastes",NA,NA,FALSE,Oyka Enerji Sanayi ve Ticaret A.Ş.,NA,41.4134548491483,32.0998541722967,Çaycuma,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055576,L100001048412,Biogerm BES power station,--,20,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,Biogerm,NA,39.0591175382611,34.4344679977043,Kırşehir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055621,L100001048447,Manisa power station,--,18,operating,NA,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,NA,Kartallar Ege Geri Dönüşüm Enerji Üretim AŞ,38.6456733768243,27.25555589,Manisa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055624,L100001048449,Nuh Çimento power station,--,18,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Nuh Çimento Sanayi AŞ,40.7844624619291,29.6072435489369,Kocaeli,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055626,L100001048450,ITC Adanus power station,--,17,operating,NA,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,NA,ITC Ltd,36.9952213758889,35.3193093734595,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055638,L100001048461,Acarsoy power station,--,15.8,operating,2012,NA,bioenergy,NA,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",NA,NA,FALSE,NA,Acarsoy Enerji Elektrik Üretim Sanayi ve Ticaret AŞ,37.8090782,29.257844,Denizli,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055640,L100001048463,Ankara power station,--,15.6,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,39.9913503645095,32.2935609625495,Ankara,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055644,L100001048464,Sofulu Çöplüğü power station,--,15.6,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,36.9302755469388,35.4182099290026,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055646,L100001048467,Mosbio power station,--,17,operating,NA,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,NA,NA,38.6172238795737,27.3451625374626,Manisa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055648,L100001048468,Akçansa Çimento power station,--,15.2,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,NA,39.9143200112988,26.3017237715254,Ezine,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055650,L100001048470,Beta power station,--,14,operating,NA,NA,bioenergy,NA,"bioenergy: wood & other biomass (solids), bioenergy: agricultural waste (solids)",NA,NA,FALSE,NA,Bemka Enerji AŞ,37.4635966160525,35.7746347635361,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055651,L100001048471,Gaziantep power station,--,14,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,Gazişehir Enerji Uretim Sanayi Ticaret AŞ,37.0711579798248,37.3853941075222,Gaziantep,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055654,L100001048473,Bientaş Konya power station,--,13,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Bientaş Madencilik İnşaat Enerji ve Petrol AŞ,37.8862411194877,32.5019987799956,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055655,L100001048474,Denizli-Honaz power station,--,15,operating,2021,NA,bioenergy,NA,bioenergy: refuse (municipal and industrial wastes),NA,NA,FALSE,NA,Ecogreen Elektrik Enerji Uretim AS,37.8651172495694,29.3892565374809,Denizli,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055657,L100001048476,OMP Enerji Yüreğir power station,--,12,operating,NA,NA,bioenergy,NA,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",NA,NA,FALSE,NA,OMP Enerji Üretim AŞ,36.8672220786758,35.455701042613,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055658,L100001048477,Mavi Bayrak power station,--,12,operating,NA,NA,bioenergy,NA,bioenergy: agricultural waste (solids),NA,NA,FALSE,NA,Mavibayrak Enerji Uretim AS,37.754804465997,27.4373468626077,Aydın,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055659,L100001048478,Mavibayrak Doğu power station,--,12,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Mavibayrak Doğu Enerji Uretim AŞ,41.0221515789689,28.9769401332724,Istanbul,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055660,L100001048479,Zeus power station,--,12,operating,NA,NA,bioenergy,NA,bioenergy: wood & other biomass (solids),NA,NA,FALSE,NA,Zeus Enerji Sanayi LŞ,41.67707801,27.3270725968912,Kırklareli,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055661,L100001048480,Bandırma (Eti Maden) power station,--,12,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,ETİ Maden İşletmeleri Genel Müdürlüğü,40.3491071,27.9728409,Balıkesir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055662,L100001048482,5ER power station,--,11,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,5Er Enerji Tarim Hayvancilik AŞ,37.506597,32.6788646,Konya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055664,L100001048483,Sincan Gazlaştırma power station,--,11,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,ITC Ltd,39.9644151446479,32.5882845002276,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055683,L100001048493,Kalde Enerji Mersin power station,--,13.2,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Kalde Enerji Elektrik Üretim AŞ,36.8319096364631,34.8176002030626,Mersin,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055685,L100001048495,Kahramanmaraş Kağıt power station,--,10.5,operating,NA,NA,bioenergy,NA,bioenergy: paper mill wastes,NA,NA,FALSE,NA,NA,37.554632608021,36.9537281541094,Kahramanmaraş,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055689,L100001048496,Boren power station,--,10,operating,NA,NA,bioenergy,NA,bioenergy: agricultural waste (solids),NA,NA,FALSE,NA,Boren Elektrik Uretim AŞ,37.8629262319755,34.4577991086492,Niğde,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055691,L100001048497,Salihli power station,--,10,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,H29 Solar Enerji Uretim Sanayi Ve Ticaret AŞ,38.5873013081392,28.2968748644689,Manisa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055692,L100001048498,Bağfaş Gübre Fabrikası power station,--,9.92,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,NA,40.3771407870714,27.9110068963348,Balıkesir,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055693,L100001048499,Hamitler Çöplüğü power station,--,9.8,operating,NA,NA,bioenergy,NA,bioenergy: refuse (landfill gas),NA,NA,FALSE,NA,ITC Ltd,40.2678511994774,28.9757132316646,Bursa,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001055694,L100001048500,Çimsa Atık Isı power station,--,9.56,operating,NA,NA,bioenergy,NA,bioenergy: unknown,NA,NA,FALSE,NA,Enerjisa Enerji Uretim AS,36.8169602,34.6288128,Mersin,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088843,L100001079013,100. Yıl Mahallesi Ağrı Merkez solar project,--,7.7,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,39.6928,43.0193,Ağrı,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087392,L100001077562,2Bz Hybrid  Cubuk Biyogaz Santrali solar project,--,2.8,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,40.225,32.9297,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087347,L100001077517,3A Hybrid  Akyurt Biyogaz Santrali solar project,--,2.8,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,40.1237,33.2547,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835114,L100000831199,5Er Biyokutle Santrali solar project,--,1.1,operating,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,5Er Enerji Tarim Hayvancilik,NA,37.4936,32.6763,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835115,L100000831200,Acidort solar project,--,14.8,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.9576,32.7708,Konya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835116,L100000831201,Acipayam Akfen solar project,--,8.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.4117,29.4367,Denizli,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100000835117,L100000831202,Acipinar solar project,--,10.8,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.5873,34.1419,Konya,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087478,L100001077648,Ada solar project,--,12,pre-construction,NA,NA,utility-scale solar,PV,NA,NA,NA,FALSE,NA,NA,40.3244,38.4868,NA,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087655,L100001077825,Adana solar project I,--,1.4,operating,2025,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0324,35.8391,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087792,L100001077962,Adana solar project II,--,5.6,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.5933,34.9617,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087837,L100001078007,Adana solar project III,--,2,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8175,35.6735,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087862,L100001078032,Adana solar project IV,--,2.1,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9801,35.6091,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088315,L100001078485,Adana solar project IX,--,1.4,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7555,35.9704,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087950,L100001078120,Adana solar project V,--,3.3,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0685,35.5025,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001087951,L100001078121,Adana solar project VI,--,3.2,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.8925,35.7985,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088037,L100001078207,Adana solar project VII,--,1.2,operating,2023,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9572,35.3535,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088239,L100001078409,Adana solar project VIII,--,5,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.4986,35.7008,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088402,L100001078572,Adana solar project X,--,4.2,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9981,35.6013,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088455,L100001078625,Adana solar project XI,--,19,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9883,35.6181,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088588,L100001078758,Adana solar project XII,--,1.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9592,35.4474,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088640,L100001078810,Adana solar project XIII,--,5.7,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0427,36.0006,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088663,L100001078833,Adana solar project XIV,--,4.7,operating,2018,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9698,35.6108,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089137,L100001079307,Adana solar project XIX,--,2.3,operating,2020,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9724,35.5872,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088727,L100001078897,Adana solar project XV,--,10.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0961,35.1791,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088818,L100001078988,Adana solar project XVI,--,7.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.1257,35.0627,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001088965,L100001079135,Adana solar project XVII,--,2.8,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.7204,35.941,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089055,L100001079225,Adana solar project XVIII,--,3.2,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.3031,35.0378,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089146,L100001079316,Adana solar project XX,--,10.7,operating,2022,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.9903,35.6304,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089176,L100001079346,Adana solar project XXI,--,1.7,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0618,35.0998,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089217,L100001079387,Adana solar project XXII,--,5.9,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0233,35.6203,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089325,L100001079495,Adana solar project XXIII,--,2.7,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,36.899,35.6977,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089337,L100001079507,Adana solar project XXIV,--,3.5,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.0957,35.5729,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089685,L100001079856,Adana solar project XXIX,--,1.3,operating,2019,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.2163,35.6028,Adana,NA,NA,NA
Global Integrated Power Tracker,Global Integrated Power August 2026-v3.xlsx,power,G100001089353,L100001079523,Adana solar project XXV,--,5.2,operating,2017,NA,utility-scale solar,Assumed PV,NA,NA,NA,FALSE,NA,NA,37.097,35.193,Adana,NA,NA,NA
